crime_rate,crowd_density,time_of_day,weather_condition,longitude,latitude,location_type,city,place
1937,184,morning,Foggy,96.8956,10.8468,Urban,Bengaluru,MG Road
1432,389,evening,Rainy,76.3488,11.407,Suburban,Ahmedabad,MG Road
381,358,evening,Cloudy,84.7238,33.8227,Rural,Chennai,Connaught Place
1287,485,evening,Cloudy,94.7338,13.9822,Urban,Chennai,Park Street
1989,405,morning,Foggy,83.4432,23.7321,Suburban,Delhi,MG Road
1144,243,morning,Cloudy,77.5668,21.6263,Suburban,Hyderabad,Connaught Place
299,263,night,Rainy,92.0744,26.054,Urban,Mumbai,Juhu Beach
1099,499,morning,Cloudy,94.3276,22.735,Rural,Kolkata,Connaught Place
107,356,night,Sunny,82.8967,9.9033,Rural,Ahmedabad,Juhu Beach
1273,239,afternoon,Foggy,72.2956,14.7866,Suburban,Chennai,Charminar
833,208,afternoon,Clear,87.0586,24.5978,Rural,Hyderabad,Park Street
125,460,night,Rainy,74.6737,29.2833,Rural,Hyderabad,Charminar
340,323,morning,Clear,69.0067,29.225,Urban,Chennai,Marine Drive
979,53,evening,Sunny,84.3823,26.132,Suburban,Pune,Marine Drive
1850,267,morning,Foggy,78.9634,16.223,Suburban,Delhi,MG Road
570,225,evening,Rainy,92.5128,31.5837,Rural,Chennai,Park Street
1260,472,evening,Foggy,93.3495,28.5647,Suburban,Delhi,Juhu Beach
634,454,evening,Clear,81.3092,15.2785,Urban,Chennai,Charminar
10,267,night,Sunny,93.1881,20.4208,Suburban,Hyderabad,Connaught Place
188,463,evening,Rainy,80.0578,11.0587,Suburban,Delhi,Park Street
1201,44,morning,Foggy,77.5815,19.2011,Suburban,Ahmedabad,MG Road
1626,186,morning,Foggy,76.6293,22.2811,Suburban,Delhi,Connaught Place
887,426,evening,Clear,85.7098,27.3466,Rural,Chennai,MG Road
1366,374,morning,Rainy,96.2517,25.0064,Suburban,Mumbai,Charminar
189,431,night,Sunny,89.9263,20.295,Suburban,Kolkata,Charminar
1574,5,morning,Foggy,87.2416,26.2307,Suburban,Ahmedabad,Juhu Beach
1992,154,afternoon,Rainy,95.2694,35.0301,Suburban,Bengaluru,Connaught Place
929,19,morning,Foggy,95.0762,32.5686,Urban,Kolkata,Juhu Beach
554,372,night,Foggy,68.6183,8.3405,Rural,Chennai,Charminar
1940,452,afternoon,Sunny,92.4783,10.2935,Suburban,Kolkata,Juhu Beach
790,345,morning,Cloudy,93.3265,17.227,Suburban,Mumbai,MG Road
10,72,afternoon,Foggy,83.0031,18.9377,Urban,Kolkata,Connaught Place
409,436,afternoon,Sunny,73.5991,18.9225,Rural,Chennai,Charminar
853,311,night,Foggy,70.1509,27.3227,Urban,Hyderabad,Connaught Place
1731,21,night,Cloudy,93.4127,8.3291,Rural,Bengaluru,Charminar
1571,292,evening,Cloudy,84.2429,12.8644,Rural,Pune,MG Road
649,205,night,Foggy,95.2285,24.4204,Urban,Pune,Juhu Beach
372,311,afternoon,Clear,73.0334,17.9183,Rural,Mumbai,MG Road
190,471,afternoon,Sunny,94.3429,18.5545,Rural,Chennai,Charminar
494,67,morning,Clear,76.1638,10.1837,Rural,Chennai,Park Street
1971,285,night,Clear,73.8923,23.6259,Suburban,Hyderabad,Connaught Place
487,195,evening,Foggy,76.3078,24.9828,Rural,Ahmedabad,Marine Drive
1918,71,afternoon,Clear,94.732,23.9884,Urban,Pune,Juhu Beach
1864,341,afternoon,Rainy,78.2419,18.5826,Urban,Ahmedabad,Charminar
389,233,evening,Sunny,70.353,31.7228,Urban,Mumbai,Park Street
1018,341,night,Foggy,92.9421,35.0029,Urban,Ahmedabad,Marine Drive
90,13,morning,Foggy,91.6642,8.1952,Rural,Pune,Park Street
736,262,evening,Cloudy,71.6347,21.0849,Urban,Ahmedabad,MG Road
1095,192,night,Cloudy,73.1653,25.8742,Urban,Delhi,Connaught Place
331,164,evening,Cloudy,75.5113,33.712,Rural,Kolkata,Juhu Beach
893,109,night,Sunny,94.9923,34.9319,Suburban,Mumbai,Juhu Beach
1305,199,afternoon,Clear,71.8738,33.9112,Suburban,Kolkata,Park Street
241,140,morning,Rainy,79.2929,8.6733,Rural,Delhi,Connaught Place
1536,214,morning,Clear,94.6716,27.5324,Urban,Delhi,Juhu Beach
948,158,morning,Sunny,75.9413,9.9962,Urban,Kolkata,Park Street
1992,272,evening,Foggy,69.451,8.0275,Suburban,Kolkata,Marine Drive
1695,74,night,Foggy,92.3126,17.6108,Rural,Hyderabad,Charminar
312,184,morning,Sunny,75.7586,30.1305,Suburban,Kolkata,Marine Drive
229,76,evening,Clear,95.9534,35.581,Urban,Kolkata,MG Road
1700,349,evening,Clear,80.3973,15.9242,Urban,Pune,Charminar
1002,134,night,Foggy,91.8923,11.5925,Urban,Delhi,Park Street
808,133,night,Rainy,70.8288,13.9368,Urban,Hyderabad,Juhu Beach
268,383,night,Foggy,94.6685,24.96,Suburban,Ahmedabad,Connaught Place
1380,430,night,Foggy,89.1857,16.1922,Rural,Pune,Park Street
1900,61,afternoon,Rainy,68.6664,8.1165,Suburban,Bengaluru,Park Street
1781,381,afternoon,Rainy,75.9222,18.5295,Urban,Bengaluru,MG Road
793,437,morning,Cloudy,94.746,28.3776,Suburban,Pune,Juhu Beach
735,399,afternoon,Cloudy,82.3153,34.3872,Rural,Delhi,Charminar
932,104,afternoon,Cloudy,92.3819,17.8447,Suburban,Kolkata,Marine Drive
1742,426,night,Clear,73.6563,29.8666,Rural,Ahmedabad,Marine Drive
165,217,night,Cloudy,86.4424,14.1158,Rural,Chennai,Park Street
1607,259,afternoon,Sunny,76.6729,23.134,Suburban,Pune,Connaught Place
1539,303,afternoon,Cloudy,76.5702,36.083,Urban,Bengaluru,Marine Drive
843,371,evening,Cloudy,72.919,10.1341,Suburban,Chennai,MG Road
1055,312,night,Clear,89.7014,14.4029,Rural,Ahmedabad,Juhu Beach
674,426,afternoon,Foggy,69.5258,15.1941,Urban,Kolkata,Juhu Beach
1826,410,afternoon,Rainy,88.4192,17.4286,Rural,Delhi,Marine Drive
160,193,morning,Clear,69.1076,16.667,Urban,Ahmedabad,Juhu Beach
1575,418,night,Rainy,73.9942,27.3867,Urban,Chennai,Marine Drive
352,282,morning,Cloudy,81.8175,11.0183,Rural,Ahmedabad,Charminar
537,280,evening,Cloudy,82.6864,30.3068,Suburban,Bengaluru,Charminar
292,132,afternoon,Foggy,78.2123,20.7173,Suburban,Bengaluru,Marine Drive
694,247,afternoon,Foggy,84.6267,16.9112,Suburban,Chennai,Juhu Beach
1972,19,evening,Foggy,95.4542,27.7976,Urban,Kolkata,Connaught Place
412,468,afternoon,Rainy,70.7125,34.2178,Rural,Delhi,Marine Drive
1118,414,morning,Rainy,86.7667,11.6202,Rural,Delhi,MG Road
1931,88,afternoon,Rainy,82.2324,9.4794,Suburban,Chennai,Charminar
591,90,morning,Sunny,79.5885,35.2702,Rural,Chennai,Connaught Place
277,269,afternoon,Rainy,83.8104,25.3168,Rural,Ahmedabad,Marine Drive
1724,396,night,Clear,75.2703,26.36,Rural,Kolkata,Charminar
834,382,morning,Clear,90.5546,19.8776,Urban,Bengaluru,Park Street
1273,354,afternoon,Rainy,81.7562,8.0713,Rural,Chennai,Charminar
1924,442,evening,Clear,85.945,34.1891,Rural,Kolkata,MG Road
1377,287,evening,Cloudy,79.8575,14.3997,Suburban,Mumbai,Park Street
1054,472,morning,Clear,73.6002,26.4501,Suburban,Ahmedabad,Marine Drive
1485,275,afternoon,Cloudy,79.3469,17.1834,Rural,Kolkata,MG Road
1065,100,morning,Cloudy,70.5662,27.8142,Urban,Chennai,Charminar
84,487,afternoon,Clear,94.4211,36.5026,Rural,Ahmedabad,MG Road
554,488,afternoon,Foggy,78.5373,9.8775,Suburban,Chennai,Charminar
1604,294,evening,Sunny,75.854,20.4865,Suburban,Ahmedabad,MG Road
1097,217,afternoon,Clear,68.7485,17.1743,Urban,Pune,Charminar
1137,279,night,Clear,94.0766,15.2989,Suburban,Kolkata,Charminar
853,164,evening,Clear,70.6559,15.2871,Urban,Delhi,Charminar
49,487,evening,Foggy,93.4311,21.3674,Rural,Kolkata,Connaught Place
1473,56,morning,Cloudy,69.2741,26.4444,Urban,Ahmedabad,Juhu Beach
1309,416,morning,Sunny,94.9264,36.4037,Suburban,Chennai,Connaught Place
735,118,afternoon,Rainy,86.25,26.8724,Suburban,Ahmedabad,MG Road
961,490,afternoon,Clear,80.1576,10.9935,Rural,Chennai,Marine Drive
1593,288,evening,Sunny,83.9371,35.9086,Urban,Kolkata,Park Street
1277,70,night,Clear,69.2536,8.2822,Suburban,Delhi,Charminar
1845,251,afternoon,Clear,81.9745,9.7541,Rural,Pune,MG Road
1757,223,evening,Sunny,95.2442,16.7037,Rural,Kolkata,Juhu Beach
573,189,evening,Clear,95.6517,23.59,Suburban,Hyderabad,Marine Drive
198,494,morning,Foggy,72.0627,8.4065,Urban,Kolkata,Marine Drive
31,423,afternoon,Rainy,79.7716,35.685,Suburban,Hyderabad,Park Street
327,250,evening,Clear,68.8337,12.0098,Suburban,Hyderabad,Marine Drive
327,198,afternoon,Rainy,85.0683,17.7537,Suburban,Ahmedabad,MG Road
930,486,night,Sunny,78.8032,8.4658,Rural,Hyderabad,Juhu Beach
1741,419,afternoon,Foggy,96.5728,13.0482,Rural,Ahmedabad,Charminar
128,177,morning,Foggy,89.6035,25.9754,Urban,Delhi,Charminar
446,245,evening,Clear,90.2415,24.5936,Urban,Kolkata,MG Road
501,372,evening,Foggy,75.0636,9.5263,Rural,Pune,Juhu Beach
1306,156,night,Sunny,72.6513,12.25,Urban,Bengaluru,Marine Drive
740,483,night,Foggy,87.0984,24.4529,Rural,Bengaluru,Charminar
1130,235,night,Sunny,92.1654,19.6148,Urban,Mumbai,Juhu Beach
807,218,evening,Clear,86.1702,24.5678,Urban,Mumbai,Marine Drive
491,142,night,Foggy,82.1477,19.785,Urban,Hyderabad,Charminar
604,248,morning,Sunny,69.8363,24.7537,Rural,Bengaluru,Connaught Place
106,43,evening,Sunny,76.221,26.2646,Suburban,Bengaluru,Marine Drive
1737,442,morning,Rainy,87.1299,8.2014,Rural,Ahmedabad,Juhu Beach
591,359,night,Foggy,82.0901,25.3724,Rural,Bengaluru,Connaught Place
268,331,night,Clear,96.9122,36.3294,Suburban,Delhi,Juhu Beach
1886,113,night,Cloudy,81.0829,14.4772,Urban,Bengaluru,Park Street
1307,379,evening,Clear,77.3387,14.5684,Urban,Delhi,Charminar
1166,173,morning,Cloudy,91.8341,31.0723,Urban,Bengaluru,Park Street
1036,172,evening,Rainy,70.4867,17.8644,Urban,Delhi,Marine Drive
775,403,morning,Cloudy,68.341,19.9586,Rural,Ahmedabad,Charminar
560,425,afternoon,Cloudy,68.1777,18.3275,Urban,Bengaluru,Park Street
1827,443,morning,Sunny,82.9572,15.505,Suburban,Mumbai,Charminar
551,138,night,Clear,77.057,16.813,Suburban,Kolkata,Park Street
1993,229,afternoon,Rainy,96.8361,10.3866,Suburban,Bengaluru,Juhu Beach
1380,315,afternoon,Foggy,92.0886,21.0819,Suburban,Kolkata,Park Street
1812,39,morning,Sunny,69.3187,11.3064,Suburban,Chennai,Connaught Place
29,58,night,Foggy,85.2687,14.0226,Urban,Ahmedabad,Juhu Beach
1138,290,morning,Cloudy,88.4747,36.1403,Rural,Bengaluru,Charminar
609,173,afternoon,Sunny,71.474,23.8196,Suburban,Kolkata,Park Street
603,12,evening,Cloudy,93.0681,20.0706,Suburban,Pune,MG Road
14,275,morning,Sunny,83.7456,35.4673,Suburban,Pune,MG Road
1489,316,evening,Rainy,94.7056,29.8623,Rural,Kolkata,MG Road
577,463,night,Rainy,86.3527,18.4202,Rural,Kolkata,Park Street
280,253,night,Foggy,95.2797,8.011,Urban,Kolkata,Marine Drive
1480,73,morning,Sunny,81.2401,8.4382,Urban,Delhi,Park Street
788,79,morning,Cloudy,84.5975,30.4769,Urban,Chennai,Connaught Place
1311,260,morning,Foggy,87.9359,8.1915,Suburban,Hyderabad,Park Street
1431,405,evening,Foggy,73.4343,24.8142,Suburban,Kolkata,Juhu Beach
1768,35,afternoon,Rainy,73.9494,9.82,Rural,Kolkata,Juhu Beach
1227,158,morning,Cloudy,90.8872,36.8142,Suburban,Hyderabad,Charminar
278,215,evening,Sunny,77.1133,16.0004,Urban,Kolkata,Charminar
1454,317,evening,Sunny,75.8611,14.9875,Rural,Kolkata,Charminar
775,342,morning,Foggy,94.0313,32.3427,Suburban,Delhi,Charminar
1825,60,morning,Sunny,77.1388,30.9521,Urban,Hyderabad,Park Street
1174,350,afternoon,Clear,76.2328,15.9772,Suburban,Delhi,Juhu Beach
1540,49,evening,Cloudy,81.5687,36.0919,Suburban,Bengaluru,Marine Drive
481,288,evening,Rainy,94.8947,27.3844,Rural,Kolkata,Connaught Place
1715,405,morning,Clear,75.8183,24.4622,Suburban,Chennai,Connaught Place
961,436,morning,Rainy,78.7475,10.2019,Urban,Bengaluru,Connaught Place
418,17,night,Sunny,96.3071,15.3759,Urban,Kolkata,Marine Drive
63,197,afternoon,Foggy,75.8098,8.498,Rural,Chennai,Marine Drive
1288,256,morning,Clear,92.2584,33.0768,Suburban,Kolkata,MG Road
1446,177,evening,Clear,75.0266,19.8983,Suburban,Chennai,Connaught Place
1197,444,evening,Rainy,80.0036,16.3085,Suburban,Delhi,MG Road
1594,251,afternoon,Clear,81.7259,28.6075,Rural,Ahmedabad,Park Street
196,347,afternoon,Sunny,93.8231,32.1804,Urban,Pune,Connaught Place
890,456,night,Clear,96.4048,27.2321,Suburban,Delhi,Connaught Place
1800,139,night,Cloudy,81.5934,33.3511,Suburban,Ahmedabad,Charminar
663,316,evening,Clear,84.4017,22.8471,Suburban,Ahmedabad,Park Street
555,414,night,Foggy,85.1013,29.5881,Urban,Hyderabad,Connaught Place
391,266,night,Cloudy,83.1678,31.139,Suburban,Bengaluru,Marine Drive
1073,445,evening,Rainy,89.9666,14.3794,Rural,Kolkata,Juhu Beach
1538,472,evening,Sunny,78.4362,18.5359,Suburban,Ahmedabad,Marine Drive
110,87,night,Sunny,96.3376,25.2845,Rural,Pune,Marine Drive
200,202,night,Cloudy,90.6969,12.6206,Urban,Ahmedabad,Juhu Beach
1589,494,morning,Foggy,69.5489,27.2064,Rural,Pune,Charminar
1528,103,night,Clear,81.8217,13.4041,Rural,Pune,Charminar
1460,415,morning,Rainy,84.9465,20.8197,Rural,Kolkata,Marine Drive
1541,50,night,Cloudy,74.2151,20.4509,Rural,Bengaluru,Marine Drive
1318,179,evening,Clear,88.6564,31.3855,Suburban,Chennai,Marine Drive
1763,436,evening,Cloudy,83.8608,31.7238,Rural,Ahmedabad,Juhu Beach
1398,222,morning,Foggy,76.2884,31.4619,Urban,Kolkata,Marine Drive
1361,191,night,Rainy,77.9569,20.7572,Rural,Delhi,Park Street
1797,37,evening,Clear,89.4409,19.778,Suburban,Hyderabad,Marine Drive
1981,277,night,Clear,79.0021,17.221,Rural,Delhi,Connaught Place
795,54,morning,Rainy,68.8759,18.2052,Urban,Pune,Marine Drive
65,170,night,Cloudy,96.7272,30.1868,Urban,Hyderabad,Marine Drive
1216,470,afternoon,Cloudy,85.4745,35.651,Suburban,Pune,Charminar
165,463,morning,Foggy,71.3278,23.5091,Rural,Mumbai,Juhu Beach
707,253,night,Sunny,95.1907,30.4218,Urban,Hyderabad,MG Road
167,393,morning,Sunny,94.7646,8.4333,Rural,Kolkata,Connaught Place
73,412,night,Foggy,73.4407,9.3349,Urban,Pune,Juhu Beach
161,281,morning,Sunny,90.0151,23.24,Rural,Hyderabad,Marine Drive
1125,103,morning,Clear,75.591,26.7328,Rural,Chennai,MG Road
1413,409,afternoon,Foggy,92.0164,11.8092,Suburban,Mumbai,Charminar
1690,144,evening,Foggy,82.2511,30.1165,Rural,Pune,MG Road
1442,174,evening,Foggy,88.7205,18.9367,Suburban,Delhi,Juhu Beach
899,40,night,Rainy,86.9385,17.5219,Rural,Pune,Juhu Beach
1877,427,night,Sunny,75.7704,9.3991,Suburban,Hyderabad,Juhu Beach
821,121,evening,Rainy,73.1676,18.4668,Urban,Delhi,Park Street
1846,147,night,Clear,95.6367,27.8983,Urban,Chennai,Park Street
915,363,night,Clear,69.5977,9.6645,Urban,Bengaluru,Charminar
1460,155,morning,Clear,95.6655,20.4731,Rural,Hyderabad,MG Road
1021,96,morning,Clear,78.1743,8.435,Urban,Bengaluru,Connaught Place
1360,261,evening,Foggy,91.141,21.2068,Rural,Chennai,Marine Drive
1491,97,morning,Cloudy,70.0249,15.5629,Urban,Chennai,Connaught Place
13,309,morning,Cloudy,96.1928,19.9465,Suburban,Chennai,Marine Drive
1662,56,evening,Cloudy,69.4102,24.5343,Urban,Chennai,Marine Drive
399,397,evening,Rainy,92.5702,25.8595,Rural,Chennai,Connaught Place
784,84,afternoon,Cloudy,91.1269,20.9172,Rural,Chennai,Marine Drive
1413,204,afternoon,Sunny,93.44,25.7579,Urban,Ahmedabad,Juhu Beach
876,254,evening,Rainy,69.7467,25.1746,Rural,Pune,Juhu Beach
330,357,afternoon,Rainy,79.9496,29.7878,Suburban,Hyderabad,Park Street
1857,143,night,Cloudy,87.9263,27.6001,Suburban,Chennai,Park Street
981,392,night,Sunny,68.0927,30.4372,Rural,Kolkata,Charminar
854,260,afternoon,Rainy,82.8037,8.852,Urban,Chennai,MG Road
1343,249,afternoon,Cloudy,76.1685,33.8833,Rural,Hyderabad,Juhu Beach
1898,115,evening,Clear,68.5309,27.2017,Rural,Kolkata,MG Road
1974,43,night,Cloudy,79.333,17.884,Suburban,Chennai,Charminar
661,191,morning,Clear,88.3799,14.6594,Rural,Pune,Charminar
438,252,afternoon,Cloudy,81.852,15.7875,Suburban,Kolkata,Juhu Beach
947,196,morning,Foggy,78.0966,34.523,Suburban,Hyderabad,Connaught Place
684,445,night,Clear,86.4634,11.7926,Rural,Bengaluru,Juhu Beach
1030,69,night,Clear,70.7617,21.428,Suburban,Delhi,Park Street
1925,464,evening,Sunny,87.094,22.5838,Urban,Mumbai,Connaught Place
958,48,morning,Sunny,70.067,16.172,Urban,Chennai,Park Street
1260,229,night,Cloudy,78.1744,18.9779,Suburban,Hyderabad,Juhu Beach
1380,19,afternoon,Foggy,83.5053,23.1301,Urban,Mumbai,Juhu Beach
1732,364,morning,Sunny,71.6587,17.7552,Suburban,Bengaluru,Marine Drive
608,111,night,Cloudy,71.3224,22.6001,Suburban,Chennai,Connaught Place
1759,481,evening,Rainy,75.5851,12.3175,Suburban,Kolkata,Connaught Place
1045,82,night,Clear,89.8189,31.0931,Urban,Hyderabad,Charminar
1667,413,afternoon,Foggy,90.5397,26.0808,Rural,Delhi,Charminar
728,156,afternoon,Sunny,70.5499,27.2848,Urban,Kolkata,Charminar
110,221,afternoon,Clear,68.8373,12.9364,Rural,Chennai,Juhu Beach
1138,69,morning,Cloudy,83.9074,18.2714,Suburban,Ahmedabad,MG Road
1496,485,afternoon,Cloudy,71.8321,22.9209,Suburban,Ahmedabad,Park Street
1672,106,evening,Rainy,74.879,18.8913,Rural,Chennai,MG Road
774,210,morning,Cloudy,80.8446,11.637,Rural,Chennai,MG Road
1431,499,night,Sunny,86.3977,15.6977,Rural,Delhi,Juhu Beach
1245,27,evening,Cloudy,69.4498,23.1787,Rural,Mumbai,Park Street
954,292,afternoon,Sunny,91.1128,32.5436,Suburban,Delhi,Park Street
464,478,evening,Clear,82.8685,9.1932,Urban,Mumbai,Juhu Beach
1591,240,evening,Clear,77.7176,21.0472,Suburban,Bengaluru,Marine Drive
948,485,morning,Sunny,68.2829,17.2493,Urban,Mumbai,Marine Drive
1752,131,afternoon,Cloudy,77.0291,10.7641,Suburban,Mumbai,Juhu Beach
609,399,morning,Sunny,81.9978,18.7584,Rural,Chennai,Marine Drive
1994,249,evening,Rainy,72.1878,17.7709,Suburban,Delhi,Marine Drive
790,390,morning,Rainy,69.4808,25.8758,Urban,Mumbai,MG Road
129,208,afternoon,Rainy,81.9139,27.333,Suburban,Bengaluru,Park Street
619,382,night,Rainy,87.2104,32.5972,Urban,Bengaluru,Charminar
206,330,morning,Sunny,69.0715,20.9964,Urban,Bengaluru,Juhu Beach
1318,217,morning,Cloudy,86.8385,9.6901,Suburban,Ahmedabad,Marine Drive
405,428,morning,Sunny,96.1394,9.6292,Urban,Bengaluru,MG Road
229,99,night,Clear,94.6925,23.0103,Suburban,Delhi,Juhu Beach
1890,65,evening,Cloudy,74.3502,13.1904,Urban,Pune,MG Road
919,433,night,Sunny,84.7928,28.9876,Rural,Kolkata,Juhu Beach
1321,340,night,Sunny,94.3321,12.1336,Rural,Hyderabad,Connaught Place
183,67,evening,Sunny,91.2582,19.599,Rural,Bengaluru,Park Street
420,128,afternoon,Clear,79.3934,8.0049,Urban,Mumbai,MG Road
904,77,afternoon,Sunny,86.1636,21.5749,Urban,Hyderabad,Marine Drive
1318,296,evening,Cloudy,70.3877,17.2276,Urban,Pune,Connaught Place
900,48,afternoon,Clear,78.1486,8.2582,Rural,Kolkata,MG Road
486,488,evening,Cloudy,80.8101,31.6905,Rural,Delhi,Juhu Beach
1539,179,morning,Clear,68.4514,18.6038,Rural,Bengaluru,Juhu Beach
1203,464,afternoon,Clear,75.2898,25.1592,Rural,Chennai,Marine Drive
1814,95,evening,Cloudy,94.7694,18.3329,Suburban,Delhi,Juhu Beach
1603,111,morning,Rainy,92.5883,11.7357,Rural,Delhi,Connaught Place
7,384,morning,Foggy,92.2556,26.0932,Rural,Ahmedabad,MG Road
1322,237,afternoon,Rainy,72.3893,20.2922,Urban,Ahmedabad,Connaught Place
1137,213,morning,Cloudy,83.5026,15.4726,Urban,Ahmedabad,Park Street
893,128,evening,Rainy,75.7692,18.9937,Rural,Chennai,Juhu Beach
610,249,evening,Rainy,79.3654,22.3409,Rural,Bengaluru,Charminar
1412,264,afternoon,Clear,80.7302,8.2058,Rural,Hyderabad,Park Street
1253,441,evening,Cloudy,93.8243,26.2164,Urban,Ahmedabad,Marine Drive
1917,372,morning,Clear,71.2851,21.4478,Suburban,Hyderabad,Charminar
172,403,evening,Cloudy,88.5344,25.4184,Suburban,Ahmedabad,Park Street
1989,481,morning,Foggy,92.0589,35.9308,Suburban,Ahmedabad,Park Street
40,153,afternoon,Rainy,77.2961,36.723,Suburban,Hyderabad,Park Street
1366,49,evening,Cloudy,87.437,27.1143,Urban,Hyderabad,Park Street
1687,417,evening,Foggy,70.8674,26.1369,Urban,Hyderabad,Juhu Beach
20,461,afternoon,Foggy,77.8043,25.0865,Rural,Chennai,Park Street
1885,77,night,Clear,78.6223,9.7945,Urban,Bengaluru,Connaught Place
1039,268,afternoon,Rainy,80.41,36.5776,Urban,Mumbai,Connaught Place
26,290,night,Sunny,85.5663,25.8419,Rural,Mumbai,Connaught Place
1238,349,morning,Cloudy,76.164,25.7973,Rural,Mumbai,Park Street
1736,298,evening,Rainy,68.3079,21.3293,Rural,Delhi,Connaught Place
41,120,evening,Rainy,96.1987,25.1693,Urban,Bengaluru,Charminar
1983,54,evening,Foggy,94.7097,8.5216,Suburban,Bengaluru,Charminar
500,441,evening,Sunny,74.4565,10.8814,Urban,Ahmedabad,MG Road
796,218,morning,Foggy,94.5571,23.8685,Urban,Bengaluru,Charminar
627,205,night,Foggy,86.7242,32.1747,Rural,Kolkata,Charminar
566,428,evening,Sunny,69.5217,32.4411,Urban,Mumbai,Marine Drive
1923,419,night,Foggy,90.1384,15.4236,Suburban,Ahmedabad,Charminar
816,21,afternoon,Sunny,75.3184,8.92,Suburban,Delhi,Juhu Beach
1236,71,morning,Cloudy,77.6788,8.7394,Rural,Delhi,Park Street
74,482,night,Sunny,76.9691,26.2722,Rural,Delhi,Connaught Place
1477,96,night,Sunny,93.6991,19.0446,Rural,Delhi,Connaught Place
1901,395,morning,Clear,70.616,13.391,Rural,Pune,MG Road
1175,174,morning,Clear,86.6337,28.1754,Rural,Kolkata,Park Street
288,169,afternoon,Rainy,82.0859,15.0517,Urban,Kolkata,Juhu Beach
1291,89,evening,Foggy,77.2878,9.5359,Rural,Chennai,Connaught Place
1188,367,evening,Sunny,82.6632,23.5352,Urban,Pune,Park Street
986,281,evening,Rainy,74.5223,9.7526,Rural,Ahmedabad,Park Street
881,407,evening,Clear,88.0625,11.7005,Rural,Bengaluru,Juhu Beach
1305,332,evening,Clear,95.0859,15.5064,Suburban,Ahmedabad,Juhu Beach
1040,423,afternoon,Foggy,71.5655,23.6973,Rural,Mumbai,Juhu Beach
1147,401,night,Cloudy,80.5235,19.4262,Suburban,Kolkata,Marine Drive
1956,31,night,Foggy,93.7399,15.5198,Urban,Delhi,Juhu Beach
1605,251,night,Rainy,75.6189,14.8473,Rural,Ahmedabad,Juhu Beach
1549,363,evening,Foggy,70.964,33.5217,Rural,Ahmedabad,Charminar
1037,226,evening,Rainy,76.0916,24.2728,Rural,Mumbai,Park Street
1370,421,evening,Cloudy,80.8047,21.5581,Urban,Ahmedabad,Park Street
1490,492,afternoon,Rainy,73.6394,17.1427,Urban,Delhi,Park Street
1269,278,night,Foggy,91.3976,27.1646,Urban,Kolkata,Charminar
454,312,afternoon,Clear,91.6998,30.3638,Urban,Kolkata,Marine Drive
475,329,afternoon,Cloudy,95.5409,19.7087,Rural,Ahmedabad,Connaught Place
117,103,evening,Foggy,77.1459,32.1523,Urban,Hyderabad,MG Road
1075,474,morning,Cloudy,95.9859,33.5523,Rural,Bengaluru,Connaught Place
1096,376,afternoon,Foggy,68.0492,8.7509,Suburban,Kolkata,Marine Drive
1680,98,night,Cloudy,94.6668,17.6516,Suburban,Kolkata,Juhu Beach
1296,1,evening,Clear,94.1267,20.4193,Suburban,Ahmedabad,Marine Drive
1095,368,night,Cloudy,76.5702,14.7751,Rural,Kolkata,MG Road
1742,314,afternoon,Cloudy,79.6041,10.1737,Rural,Delhi,MG Road
399,6,afternoon,Cloudy,78.297,35.9328,Rural,Hyderabad,Marine Drive
1897,320,morning,Sunny,70.746,10.7072,Urban,Delhi,Park Street
872,477,afternoon,Foggy,81.2572,21.7069,Urban,Hyderabad,MG Road
715,137,evening,Clear,84.9674,31.6298,Suburban,Kolkata,Charminar
294,212,morning,Clear,72.9587,11.3667,Rural,Delhi,Charminar
821,156,night,Sunny,79.3207,16.1832,Suburban,Kolkata,MG Road
